"kepid","kepoi_name","kepler_name","ra","ra_err","ra_str","dec","dec_err","dec_str","koi_gmag","koi_gmag_err","koi_rmag","koi_rmag_err","koi_imag","koi_imag_err","koi_zmag","koi_zmag_err","koi_jmag","koi_jmag_err","koi_hmag","koi_hmag_err","koi_kmag","koi_kmag_err","koi_kepmag","koi_kepmag_err","koi_delivname","koi_vet_stat","koi_quarters","koi_disposition","koi_pdisposition","koi_count","koi_num_transits","koi_max_sngle_ev","koi_max_mult_ev","koi_bin_oedp_sig","koi_limbdark_mod","koi_ldm_coeff4","koi_ldm_coeff3","koi_ldm_coeff2","koi_ldm_coeff1","koi_trans_mod","koi_model_snr","koi_model_dof","koi_model_chisq","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_eccen","koi_eccen_err1","koi_eccen_err2","koi_longp","koi_longp_err1","koi_longp_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_sma","koi_sma_err1","koi_sma_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_ingress","koi_ingress_err1","koi_ingress_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_period","koi_period_err1","koi_period_err2","koi_ror","koi_ror_err1","koi_ror_err2","koi_dor","koi_dor_err1","koi_dor_err2","koi_incl","koi_incl_err1","koi_incl_err2","koi_teq","koi_teq_err1","koi_teq_err2","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_smet","koi_smet_err1","koi_smet_err2","koi_srad","koi_srad_err1","koi_srad_err2","koi_smass","koi_smass_err1","koi_smass_err2","koi_sage","koi_sage_err1","koi_sage_err2","koi_sparprov","koi_fwm_stat_sig","koi_fwm_sra","koi_fwm_sra_err","koi_fwm_sdec","koi_fwm_sdec_err","koi_fwm_srao","koi_fwm_srao_err","koi_fwm_sdeco","koi_fwm_sdeco_err","koi_fwm_prao","koi_fwm_prao_err","koi_fwm_pdeco","koi_fwm_pdeco_err","koi_dicco_mra","koi_dicco_mra_err","koi_dicco_mdec","koi_dicco_mdec_err","koi_dicco_msky","koi_dicco_msky_err","koi_dikco_mra","koi_dikco_mra_err","koi_dikco_mdec","koi_dikco_mdec_err","koi_dikco_msky","koi_dikco_msky_err","koi_comment","koi_vet_date","koi_tce_plnt_num","koi_tce_delivname","koi_datalink_dvs","koi_disp_prov","koi_parm_prov","koi_time0","koi_time0_err1","koi_time0_err2","koi_datalink_dvr","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_insol","koi_insol_err1","koi_insol_err2","koi_srho","koi_srho_err1","koi_srho_err2","koi_fittype","koi_score"
9589323,"K01488.01","Kepler-861 b",292.35394,0,"19h29m24.95s",46.22628,0,"+46d13m34.6s",16.369,NA,15.542,NA,15.303,NA,15.126,NA,14.129,0.024,13.674,0.029,13.532,0.048,15.623,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,341,6.5098467,37.11104,0.2044,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1914,0.5167,"Mandel and Agol (2002 ApJ 580 171)",45.1,NA,NA,134.61096,0.00113,-0.00113,0,NA,NA,NA,NA,NA,2.32,0.29,-0.22,0.0463,NA,NA,0.049,0.379,-0.049,1.5485,0.0387,-0.0387,NA,NA,NA,807.2,21.7,-21.7,3.949627144,5.3e-06,-5.3e-06,0.025401,0.000911,-0.000488,19.966,0.715,-0.715,89.86,NA,NA,966,NA,NA,5155,170,-154,4.523,0.056,-0.084,0.14,0.25,-0.3,0.836,0.104,-0.078,0.849,0.071,-0.071,NA,NA,NA,"q1_q17_dr25_stellar",0.353,19.4902629,7.9e-06,46.226314,8.6e-05,0.04,0.3,0.12,0.31,-1e-04,0.00023,-0.00017,0.00025,0.13,0.11,0.16,0.12,0.2,0.12,0.18,0.11,0.09,0.12,0.21,0.11,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","009/009589/009589323/dv/kplr009589323-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454967.611,0.00113,-0.00113,"009/009589/009589323/dv/kplr009589323-20160209194854_dvr.pdf",0,0,0,0,206.05,90.56,-56.01,9.65223,0.34555,-3.48754,"LS+MCMC",1
6803202,"K00177.01","Kepler-1711 b",298.17722,0,"19h52m42.53s",42.237041,0,"+42d14m13.3s",13.655,NA,13.143,NA,12.979,NA,12.926,NA,12.017,0.022,11.702,0.017,11.643,0.017,13.182,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,65,7.581757,43.052994,0.2406,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2622,0.4035,"Mandel and Agol (2002 ApJ 580 171)",54.4,NA,NA,143.59983,0.00227,-0.00227,0,NA,NA,NA,NA,NA,1.78,0.26,-0.21,0.1463,NA,NA,0.176,0.25,-0.176,5.2472,0.0663,-0.0663,NA,NA,NA,301.2,6.3,-6.3,21.06075303,5.702e-05,-5.702e-05,0.015768,0.000399,-3e-04,30.68,1.8,-1.8,89.67,NA,NA,669,NA,NA,5706,114,-103,4.382,0.099,-0.11,0,0.15,-0.15,1.034,0.148,-0.121,0.94,0.073,-0.055,NA,NA,NA,"q1_q17_dr25_stellar",0.07,19.8784894,8.4e-06,42.237005,7.7e-05,0.29,0.33,-0.13,0.28,-9e-05,1e-04,-8.8e-05,8.3e-05,0.35,0.21,0,0.14,0.35,0.21,0.45,0.2,0.02,0.15,0.45,0.2,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","006/006803/006803202/dv/kplr006803202-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454976.6,0.00227,-0.00227,"006/006803/006803202/dv/kplr006803202-20160209194854_dvr.pdf",0,0,0,0,47.39,19.64,-13.04,1.23168,0.0705,-0.38825,"LS+MCMC",1
9823487,"K01489.01","Kepler-1753 b",288.23666,0,"19h12m56.80s",46.605919,0,"+46d36m21.3s",16.27,NA,15.489,NA,15.247,NA,15.13,NA,14.085,0.021,13.584,0.025,13.521,0.033,15.554,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,85,5.8489943,27.321852,0.2721,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1959,0.5086,"Mandel and Agol (2002 ApJ 580 171)",34.3,NA,NA,140.47981,0.00301,-0.00301,0,NA,NA,NA,NA,NA,2.24,0.32,-0.16,0.1179,NA,NA,0.49,0.04,-0.424,3.9475,0.0887,-0.0887,NA,NA,NA,831.9,28.2,-28.2,16.00460392,5.995e-05,-5.995e-05,0.026678,0.000139,-0.001448,27.96,8.7,-8.7,89,NA,NA,583,NA,NA,5180,155,-155,4.597,0.026,-0.097,0,0.25,-0.3,0.769,0.111,-0.056,0.86,0.057,-0.092,NA,NA,NA,"q1_q17_dr25_stellar",0.093,19.21576,1.1e-05,46.60593,0.00012,-0.68,0.42,0.02,0.42,6e-04,0.00036,-4e-05,0.00036,-0.15,0.12,-0.01,0.12,0.15,0.12,-0.15,0.13,-0.01,0.11,0.15,0.13,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","009/009823/009823487/dv/kplr009823487-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454973.48,0.00301,-0.00301,"009/009823/009823487/dv/kplr009823487-20160209194854_dvr.pdf",0,0,0,0,27.41,12.98,-6.54,1.61437,1.00324,-0.04186,"LS+MCMC",1
9602514,"K01490.01",NA,297.12186,0,"19h48m29.25s",46.221909,0,"+46d13m18.9s",14.959,NA,14.07,NA,13.758,NA,13.585,NA,12.525,0.022,12.032,0.021,11.934,0.019,14.118,NA,"q1_q17_dr25_koi","Done","11111101110111011000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,305,4.273811,26.819674,0.7444,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1555,0.5695,"Mandel and Agol (2002 ApJ 580 171)",77.1,NA,NA,133.51831,0.00319,-0.00319,0,NA,NA,NA,NA,NA,3.05,1.81,-1.81,0.0446,NA,NA,0.01,0.302,-0.01,8.545,0.112,-0.112,NA,NA,NA,293.6,4.6,-4.6,3.55650737,1.397e-05,-1.397e-05,0.015149,0.000292,-0.000158,3.282,0.117,-0.117,89.83,NA,NA,1405,NA,NA,4951,148,-133,3.876,0.682,-0.367,0.1,0.25,-0.3,1.843,1.094,-1.094,0.931,0.21,-0.153,NA,NA,NA,"q1_q17_dr25_stellar",0,19.8081474,6.8e-06,46.221417,7.8e-05,0.88,0.25,-1.77,0.28,-0.000232,6.2e-05,0.000363,7.1e-05,3.21,0.51,-2.83,0.37,4.28,0.39,3.15,0.47,-2.9,0.39,4.29,0.39,"CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH",2017-08-31,1,"q1_q17_dr25_tce","009/009602/009602514/dv/kplr009602514-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454966.518,0.00319,-0.00319,"009/009602/009602514/dv/kplr009602514-20160209194854_dvr.pdf",0,0,1,1,918.25,1705.28,-782.24,0.05286,0.00188,-0.00826,"LS+MCMC",0
9726659,"K01491.01","Kepler-862 b",297.77927,0,"19h51m07.02s",46.492741,0,"+46d29m33.9s",16.022,NA,15.244,NA,14.986,NA,14.834,NA,13.849,0.026,13.425,0.023,13.315,0.035,15.297,NA,"q1_q17_dr25_koi","Done","00011101110111011000000000000000","CONFIRMED","CANDIDATE",1,278,4.4817324,27.554878,0.868,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1959,0.5086,"Mandel and Agol (2002 ApJ 580 171)",35.3,NA,NA,356.93612,0.0017,-0.0017,0,NA,NA,NA,NA,NA,2.15,0.4,-0.29,0.039,NA,NA,0.652,0.006,-0.51,2.1978,0.0586,-0.0586,NA,NA,NA,550.5,18.3,-18.3,3.148661555,8.304e-06,-8.304e-06,0.022587,0.003257,-0.001402,8.66,3.4,-3.4,85.68,NA,NA,1097,NA,NA,5258,184,-184,4.458,0.112,-0.154,-0.04,0.3,-0.3,0.873,0.159,-0.119,0.797,0.112,-0.06,NA,NA,NA,"q1_q17_dr25_stellar",0,19.8519556,8.4e-06,46.49304,0.00012,0.16,0.31,1.06,0.44,0.00034,0.00017,0.00079,0.00024,0.3,0.14,0.21,0.16,0.36,0.18,0.39,0.14,0.19,0.15,0.44,0.17,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","009/009726/009726659/dv/kplr009726659-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455189.936,0.0017,-0.0017,"009/009726/009726659/dv/kplr009726659-20160209194854_dvr.pdf",0,0,0,0,342.76,206.87,-121.03,1.23727,1.46077,-0.03563,"LS+MCMC",1
5564247,"K01566.01",NA,299.14142,0,"19h56m33.94s",40.725899,0,"+40d43m33.2s",16.576,NA,15.905,NA,15.66,NA,15.52,NA,14.505,0.031,14.06,0.038,14.041,0.051,15.935,NA,"q1_q17_dr25_koi","Done","00011111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,657,6.051578,13.080097,0.9096,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2665,0.398,"Mandel and Agol (2002 ApJ 580 171)",17.1,NA,NA,355.37033,0.00359,-0.00359,0,NA,NA,NA,NA,NA,1.42,0.25,-0.11,0.0261,NA,NA,0.676,0.288,-0.477,2.081,0.12,-0.12,NA,NA,NA,347.4,23.7,-23.7,1.727177258,8.826e-06,-8.826e-06,0.018093,0.005311,-0.001301,4.89,2.1,-2.1,82.05,NA,NA,1250,NA,NA,5394,187,-187,4.622,0.035,-0.105,-0.4,0.3,-0.3,0.72,0.123,-0.057,0.805,0.076,-0.093,NA,NA,NA,"q1_q17_dr25_stellar",0,19.942532,2e-05,40.72243,0.00023,-9.43,0.83,-12.48,0.84,0.00299,0.00025,0.00352,0.00026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENT_RESOLVED_OFFSET",2017-08-31,1,"q1_q17_dr25_tce","005/005564/005564247/dv/kplr005564247-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455188.37,0.00359,-0.00359,"005/005564/005564247/dv/kplr005564247-20160209194854_dvr.pdf",0,0,1,0,576.55,329.25,-152.02,0.742,0.96956,-0.68757,"LS+MCMC",0.001
5438099,"K01567.01","Kepler-306 c",288.53867,0,"19h14m09.28s",40.61615,0,"+40d36m58.1s",16.291,NA,15.484,NA,15.254,NA,15.087,NA,14.084,0.027,13.607,0.032,13.503,0.039,15.565,NA,"q1_q17_dr25_koi","Done","00011111111111111000000000000000","CONFIRMED","CANDIDATE",4,158,6.5812044,38.200813,0.9175,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1611,0.5575,"Mandel and Agol (2002 ApJ 580 171)",48.2,NA,NA,355.01243,0.00175,-0.00175,0,NA,NA,NA,NA,NA,2.14,0.14,-0.08,0.0672,NA,NA,0.507,0.389,-0.314,2.9153,0.0506,-0.0506,NA,NA,NA,864.9,19.7,-19.7,7.24022418,1.674e-05,-1.674e-05,0.027225,0.005227,-0.000994,16.97,5.1,-5.1,88.29,NA,NA,716,NA,NA,4955,100,-100,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,NA,NA,NA,"q1_q17_dr25_stellar",0.014,19.2359178,7.6e-06,40.616117,8.9e-05,0.27,0.31,-0.12,0.32,0,0.00027,0.00043,0.00028,0.11,0.16,-0.06,0.14,0.13,0.15,0.17,0.15,-0.26,0.18,0.31,0.15,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","005/005438/005438099/dv/kplr005438099-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455188.012,0.00175,-0.00175,"005/005438/005438099/dv/kplr005438099-20160209194854_dvr.pdf",0,0,0,0,62.1,14.23,-9.37,1.76296,1.05147,-0.01624,"LS+MCMC",1
5438099,"K01567.02","Kepler-306 b",288.53867,0,"19h14m09.28s",40.61615,0,"+40d36m58.1s",16.291,NA,15.484,NA,15.254,NA,15.087,NA,14.084,0.027,13.607,0.032,13.503,0.039,15.565,NA,"q1_q17_dr25_koi","Done","00011111111111111000000000000000","CONFIRMED","CANDIDATE",4,228,5.4548845,21.927835,0.457,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1611,0.5575,"Mandel and Agol (2002 ApJ 580 171)",28.2,NA,NA,354.58863,0.00229,-0.00229,0,NA,NA,NA,NA,NA,1.82,0.12,-0.07,0.05,NA,NA,0.88,0.042,-0.625,2.5137,0.0642,-0.0642,NA,NA,NA,446.5,17.4,-17.4,4.64622383,1.616e-05,-1.616e-05,0.023132,0.000245,-0.003933,7.42,3.5,-3.5,83.18,NA,NA,830,NA,NA,4955,100,-100,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,NA,NA,NA,"q1_q17_dr25_stellar",0.045,19.235917,1.4e-05,40.61604,0.00016,0.22,0.57,-0.39,0.58,2e-05,0.00023,0.00031,0.00023,0.08,0.53,0.04,0.31,0.08,0.6,0.15,0.5,-0.11,0.3,0.19,0.27,"NO_COMMENT",2017-08-31,3,"q1_q17_dr25_tce","005/005438/005438099/dv/kplr005438099-003-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455187.589,0.00229,-0.00229,"005/005438/005438099/dv/kplr005438099-20160209194854_dvr.pdf",0,0,0,0,112.18,25.69,-16.94,0.35757,2.20045,-0.16243,"LS+MCMC",1
5438099,"K01567.03","Kepler-306 d",288.53867,0,"19h14m09.28s",40.61615,0,"+40d36m58.1s",16.291,NA,15.484,NA,15.254,NA,15.087,NA,14.084,0.027,13.607,0.032,13.503,0.039,15.565,NA,"q1_q17_dr25_koi","Done","00011111111111111000000000000000","CONFIRMED","CANDIDATE",4,67,7.0385246,27.02667,0.4263,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1611,0.5575,"Mandel and Agol (2002 ApJ 580 171)",34.8,NA,NA,360.5083,0.00326,-0.00326,0,NA,NA,NA,NA,NA,2.23,0.14,-0.09,0.1203,NA,NA,0.756,0.154,-0.517,4.269,0.1,-0.1,NA,NA,NA,800,24.5,-24.5,17.32670445,7.387e-05,-7.387e-05,0.028301,0.004469,-0.002873,21.64,9,-9,88,NA,NA,535,NA,NA,4955,100,-100,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,NA,NA,NA,"q1_q17_dr25_stellar",0,19.2359,1e-05,40.61597,0.00012,-0.48,0.42,-0.64,0.43,6e-04,0.00034,0.00082,0.00035,-0.08,0.27,0.11,0.25,0.13,0.16,0,0.27,-0.05,0.24,0.05,0.23,"NO_COMMENT",2017-08-31,2,"q1_q17_dr25_tce","005/005438/005438099/dv/kplr005438099-002-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455193.508,0.00326,-0.00326,"005/005438/005438099/dv/kplr005438099-20160209194854_dvr.pdf",0,0,0,0,19.38,4.44,-2.93,0.63867,1.3324,-0.43574,"LS+MCMC",1
5438099,"K01567.04","Kepler-306 e",288.53867,0,"19h14m09.28s",40.61615,0,"+40d36m58.1s",16.291,NA,15.484,NA,15.254,NA,15.087,NA,14.084,0.027,13.607,0.032,13.503,0.039,15.565,NA,"q1_q17_dr25_koi","Done","00011111111111111000000000000000","CONFIRMED","CANDIDATE",4,20,6.9174876,22.303108,0.4592,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1611,0.5575,"Mandel and Agol (2002 ApJ 580 171)",28.9,NA,NA,359.87359,0.00419,-0.00419,0,NA,NA,NA,NA,NA,2.75,0.18,-0.11,0.2268,NA,NA,0.864,0.05,-0.612,5.902,0.135,-0.135,NA,NA,NA,1051.6,38.5,-38.5,44.8411168,0.0002781,-0.0002781,0.034889,0.000484,-0.005587,33.1,15.4,-15.4,88.5,NA,NA,390,NA,NA,4955,100,-100,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,NA,NA,NA,"q1_q17_dr25_stellar",0.004,19.235903,1.2e-05,40.61605,0.00015,-0.34,0.51,-0.37,0.54,0.00063,0.00055,8e-04,0.00059,-0.07,0.13,-0.08,0.2,0.11,0.17,-0.01,0.12,-0.23,0.19,0.23,0.19,"NO_COMMENT",2017-08-31,4,"q1_q17_dr25_tce","005/005438/005438099/dv/kplr005438099-004-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455192.874,0.00419,-0.00419,"005/005438/005438099/dv/kplr005438099-20160209194854_dvr.pdf",0,0,0,0,5.45,1.25,-0.82,0.34096,1.74781,-0.18174,"LS+MCMC",0.999
5210475,"K01568.01",NA,297.50385,0,"19h50m00.92s",40.342972,0,"+40d20m34.7s",15.918,NA,15.315,NA,15.121,NA,15.007,NA,14.097,0.021,13.684,0.024,13.605,0.031,15.36,NA,"q1_q17_dr25_koi","Done","00011111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,1122,4.610032,26.506721,0.9971,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2787,0.3728,"Mandel and Agol (2002 ApJ 580 171)",34.2,NA,NA,354.85926,0.00144,-0.00144,0,NA,NA,NA,NA,NA,1.51,0.37,-0.12,0.0188,NA,NA,0.545,0.017,-0.47,1.4577,0.0523,-0.0523,NA,NA,NA,338.5,11.6,-11.6,1.008917105,2.126e-06,-2.126e-06,0.017433,0.002042,-0.000727,4.6,1.5,-1.5,83.2,NA,NA,1636,NA,NA,5708,189,-189,4.578,0.04,-0.16,-0.34,0.3,-0.3,0.795,0.195,-0.065,0.883,0.089,-0.107,NA,NA,NA,"q1_q17_dr25_stellar",0,19.833537,1.1e-05,40.34387,0.00011,-2.19,0.43,3.24,0.41,0.00065,0.00012,-0.00106,0.00011,-2.308,0.086,2.83,0.16,3.65,0.14,-2.224,0.085,2.67,0.12,3.47,0.1,"CENT_UNRESOLVED_OFFSET",2017-08-31,1,"q1_q17_dr25_tce","005/005210/005210475/dv/kplr005210475-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455187.859,0.00144,-0.00144,"005/005210/005210475/dv/kplr005210475-20160209194854_dvr.pdf",0,0,1,0,1698.88,1302.27,-446.95,1.81285,1.17078,-0.11387,"LS+MCMC",0
12019440,"K00186.01","Kepler-485 b",294.99631,0,"19h39m59.11s",50.470058,0,"+50d28m12.2s",15.394,NA,14.876,NA,14.763,NA,14.696,NA,13.782,0.022,13.479,0.021,13.433,0.041,14.952,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,413,133.76108,1636.7843,0.7637,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2602,0.4096,"Mandel and Agol (2002 ApJ 580 171)",1586.2,NA,NA,133.6690203,5.24e-05,-5.24e-05,0,NA,NA,NA,NA,NA,12.91,2.11,-0.91,0.0433,NA,NA,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,NA,NA,NA,16450.9,11.8,-11.8,3.24325988,2.09e-07,-2.09e-07,0.116687,2.8e-05,-0.000205,9.095,0.18,-0.18,89.27,NA,NA,1243,NA,NA,5823,69,-87,4.438,0.051,-0.127,0.1,0.15,-0.15,1.013,0.166,-0.071,1.027,0.063,-0.063,NA,NA,NA,"q1_q17_dr25_stellar",0,19.66642323,2.5e-07,50.4700641,2.5e-06,0.0869,0.0087,0.0149,0.0091,-0.00176,0.00048,-0.00089,0.00073,0.02,0.067,-0.007,0.067,0.021,0.067,0.064,0.068,-0.052,0.067,0.082,0.068,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","012/012019/012019440/dv/kplr012019440-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454966.669,5.24e-05,-5.24e-05,"012/012019/012019440/dv/kplr012019440-20160209194854_dvr.pdf",0,0,0,0,563.17,236.5,-104.64,1.3532,0.02681,-0.02137,"LS+MCMC",0.998
9277896,"K01632.01","Kepler-915 b",290.59207,0,"19h22m22.10s",45.737141,0,"+45d44m13.7s",13.625,NA,13.269,NA,13.157,NA,13.144,NA,12.346,0.021,12.1,0.022,12.041,0.016,13.298,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,291,4.2430696,23.504114,0.2352,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2891,0.3589,"Mandel and Agol (2002 ApJ 580 171)",27.7,NA,NA,133.83995,0.0028,-0.0028,0,NA,NA,NA,NA,NA,1.85,0.32,-0.32,0.0566,NA,NA,0.953,0.023,-0.719,3.1381,0.0656,-0.0656,NA,NA,NA,109.7,4.7,-4.7,4.59489816,1.581e-05,-1.581e-05,0.012245,0.000543,-0.002637,3.94,2,-2,76,NA,NA,1319,NA,NA,6056,121,-133,4.217,0.143,-0.117,0.1,0.15,-0.15,1.381,0.24,-0.24,1.148,0.093,-0.104,NA,NA,NA,"q1_q17_dr25_stellar",0.042,19.37283,1.3e-05,45.73714,0.00014,0.92,0.48,0.01,0.52,-9.9e-05,5.3e-05,1.5e-05,5.6e-05,0.01,0.15,0.03,0.23,0.03,0.25,0.05,0.12,0.27,0.25,0.27,0.25,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","009/009277/009277896/dv/kplr009277896-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454966.84,0.0028,-0.0028,"009/009277/009277896/dv/kplr009277896-20160209194854_dvr.pdf",0,0,0,0,716.65,352.04,-269.03,0.05482,1.5521,-0.03495,"LS+MCMC",1
7950644,"K00192.01","Kepler-427 b",288.25458,0,"19h13m01.10s",43.704868,0,"+43d42m17.5s",14.621,NA,14.172,NA,14.049,NA,13.99,NA,13.161,0.023,12.814,0.022,12.777,0.024,14.221,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,128,161.03957,1185.7482,0.0989,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2736,0.3819,"Mandel and Agol (2002 ApJ 580 171)",1245.7,NA,NA,137.0220594,8.17e-05,-8.17e-05,0,NA,NA,NA,NA,NA,13.43,2.01,-3.02,0.0906,NA,NA,0.049,0.01,-0.049,4.28889,0.00281,-0.00281,NA,NA,NA,9655.7,8.9,-8.9,10.290994129,1.004e-06,-1.004e-06,0.089546,4.7e-05,-6.2e-05,19.961,0.109,-0.109,89.86,NA,NA,996,NA,NA,5803,78,-78,4.134,0.201,-0.093,-0.18,0.15,-0.15,1.373,0.206,-0.308,0.937,0.073,-0.065,NA,NA,NA,"q1_q17_dr25_stellar",0,19.21697377,2.5e-07,43.7048704,3e-06,0.0692,0.0098,0.001,0.011,1e-05,0.00025,0.00041,0.00033,-0.004,0.067,-0.011,0.067,0.012,0.067,0.033,0.068,-0.13,0.068,0.134,0.068,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","007/007950/007950644/dv/kplr007950644-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454970.022,8.17e-05,-8.17e-05,"007/007950/007950644/dv/kplr007950644-20160209194854_dvr.pdf",0,0,0,0,233.08,92.1,-100.23,1.42075,0.00776,-0.00575,"LS+MCMC",0.991
9401997,"K01633.01","Kepler-916 b",290.98331,0,"19h23m55.99s",45.973301,0,"+45d58m23.9s",15.842,NA,15.127,NA,14.924,NA,14.831,NA,13.838,0.024,13.387,0.028,13.305,0.029,15.2,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,43,4.842732,13.979327,0.7165,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1914,0.5167,"Mandel and Agol (2002 ApJ 580 171)",17.9,NA,NA,138.52615,0.00734,-0.00734,0,NA,NA,NA,NA,NA,1.9,0.14,-0.16,0.1885,NA,NA,0.207,0.248,-0.207,4.561,0.214,-0.214,NA,NA,NA,472.2,30.5,-30.5,32.2964275,0.0003074,-0.0003074,0.019489,0.001049,-0.000712,54.01,9.7,-9.7,89.78,NA,NA,503,NA,NA,5246,84,-73,4.47,0.078,-0.052,0.14,0.15,-0.15,0.891,0.066,-0.072,0.854,0.055,-0.037,NA,NA,NA,"q1_q17_dr25_stellar",0.179,19.398918,2e-05,45.97353,0.00025,1.12,0.75,0.83,0.9,-0.00039,0.00035,-0.00027,0.00041,0.15,0.24,-0.25,0.46,0.29,0.46,0.31,0.27,-0.13,0.48,0.33,0.37,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","009/009401/009401997/dv/kplr009401997-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454971.526,0.00734,-0.00734,"009/009401/009401997/dv/kplr009401997-20160209194854_dvr.pdf",0,0,0,0,15.14,3.48,-3.04,2.85696,0.51071,-1.01091,"LS+MCMC",0.977
